 ,Frame,Label,X,Y,Area,Area Conv. Hull,Peri.,Peri. Conv. Hull,Feret,Min. Feret,Maximum inscriped circle diameter,Area equivalent circle diameter,Long Side Length MBR,Short Side Length MBR,Aspect Ratio,Area/Peri.,Circ.,Elong.,Convexity,Solidity,Num. of Holes,Thinnes Rt.,Contour Temp.,Orientation,Fract. Dim.,Fract. Dim. Goodness
283,1,283,5058.628,648.798,2360.208,2445.107,177.529,179.186,64.696,46.620,45.514,54.819,64.103,46.620,1.375,13.295,13.353,0.486,1,0.965,0,0.941,0.129,84.609,1.351,0.948
284,1,284,308.861,654.170,3166.754,3319.573,206.480,205.678,77.749,55.361,55.285,63.498,63.904,58.638,1.090,15.337,13.463,0.493,0.996,0.954,0,0.933,0.111,82.733,1.434,0.967
285,1,285,3848.502,648.999,2530.007,2614.906,175.909,181.019,65.478,49.448,48.055,56.757,55.361,55.361,1.000,14.382,12.231,0.497,1,0.968,0,1.000,0.164,39.288,1.357,0.956
286,1,286,4137.079,638.946,1918.730,1995.140,151.527,154.532,52.528,45.327,42.425,49.427,49.534,48.231,1.027,12.663,11.966,0.265,1,0.962,0,1.000,0.150,30.833,1.271,0.951
287,1,287,3117.180,662.914,6104.278,6282.567,276.678,278.637,96.989,78.671,80.958,88.160,88.186,79.155,1.114,22.063,12.541,0.340,1,0.972,0,1.000,0.123,99.265,1.648,0.965
288,1,288,3434.510,795.907,43511.025,48273.890,908.205,897.949,377.317,173.114,152.965,235.372,377.092,171.020,2.205,47.909,18.957,0.754,0.989,0.901,0,0.663,0.134,128.973,1.693,0.995
289,1,289,5266.970,648.888,1757.421,1850.810,165.816,170.552,73.713,32.051,34.965,47.303,69.930,32.051,2.182,10.599,15.645,0.701,1,0.950,0,0.803,0.163,101.607,1.257,0.931
290,1,290,5622.828,679.969,8956.904,9152.173,342.389,344.701,128.997,87.075,86.042,106.791,128.106,84.850,1.510,26.160,13.088,0.574,1,0.979,0,0.960,0.122,74.573,1.680,0.991
291,1,291,1495.282,667.336,4007.259,4083.669,221.725,225.823,84.700,62.547,62.764,71.430,69.930,64.103,1.091,18.073,12.268,0.501,1,0.981,0,1.000,0.148,128.270,1.507,0.963
292,1,292,5306.919,649.419,1239.534,1265.003,120.291,124.097,44.477,32.051,34.965,39.727,40.793,32.051,1.273,10.304,11.674,0.480,1,0.980,0,1.000,0.167,165.068,1.152,0.843
293,1,293,2982.540,714.261,15332.861,15638.499,458.858,463.454,178.905,107.481,108.398,139.723,174.290,107.848,1.616,33.415,13.732,0.628,1,0.980,0,0.915,0.131,115.894,1.752,0.999
294,1,294,4523.357,671.799,2708.296,2835.645,193.147,192.322,75.195,44.304,44.381,58.722,74.286,45.607,1.629,14.022,13.775,0.655,0.996,0.955,0,0.912,0.113,117.871,1.385,0.965
295,1,295,4700.915,730.431,16869.543,17260.081,500.478,504.471,208.898,107.448,107.137,146.557,190.734,110.761,1.722,33.707,14.848,0.682,1,0.977,0,0.846,0.125,50.822,1.777,0.999
296,1,296,5703.698,684.301,4610.046,4754.375,248.765,253.299,101.940,57.689,59.429,76.614,98.896,57.689,1.714,18.532,13.424,0.634,1,0.970,0,0.936,0.148,50.553,1.563,0.966
297,1,297,1945.820,702.804,8787.105,9050.293,339.068,347.021,129.326,81.585,81.585,105.774,119.464,81.585,1.464,25.915,13.084,0.581,1,0.971,0,0.960,0.156,93.807,1.674,0.991
298,1,298,2050.147,714.890,9415.361,9687.040,358.380,363.128,142.297,88.578,86.632,109.490,127.807,88.810,1.439,26.272,13.641,0.597,1,0.972,0,0.921,0.138,68.636,1.590,0.993
299,1,299,3494.030,678.207,3684.641,3786.520,212.669,215.845,80.168,59.750,61.947,68.494,69.504,63.970,1.087,17.326,12.275,0.463,1,0.973,0,1.000,0.142,65.456,1.485,0.965
300,1,300,4845.603,670.828,5009.074,5076.994,246.107,253.287,91.261,61.189,64.103,79.861,87.413,61.189,1.429,20.353,12.092,0.549,1,0.987,0,1.000,0.164,1.009,1.581,0.961
301,1,301,5474.460,771.595,23007.781,23491.708,586.294,588.456,244.616,136.369,135.168,171.156,238.928,136.946,1.745,39.243,14.940,0.664,1,0.979,0,0.841,0.110,101.359,1.693,0.996
302,1,302,894.371,707.902,11597.280,11784.059,385.629,389.849,142.297,107.137,106.979,121.516,125.291,116.550,1.075,30.074,12.823,0.501,1,0.984,0,0.980,0.133,130.014,1.663,0.996
303,1,303,3951.260,668.246,1341.413,1417.823,132.005,133.216,49.875,30.857,31.382,41.327,47.073,31.382,1.500,10.162,12.990,0.650,1,0.946,0,0.967,0.129,77.858,1.173,0.896
304,1,304,4170.045,671.807,2351.718,2402.658,173.625,177.702,70.534,43.267,45.514,54.720,58.275,49.534,1.176,13.545,12.819,0.625,1,0.979,0,0.980,0.156,35.305,1.336,0.954
305,1,305,42.193,718.185,6299.547,6494.816,304.674,314.129,120.736,78.293,75.758,89.559,113.636,78.671,1.444,20.676,14.735,0.558,1,0.970,0,0.853,0.166,114.605,1.552,0.991
306,1,306,4050.276,678.285,3217.693,3412.962,210.012,213.496,84.950,50.684,46.983,64.007,72.844,52.448,1.389,15.321,13.707,0.627,1,0.943,0,0.917,0.145,18.307,1.442,0.966
307,1,307,1047.683,696.557,9992.678,10383.216,363.823,369.215,136.574,90.326,93.240,112.797,134.033,90.326,1.484,27.466,13.246,0.596,1,0.962,0,0.949,0.141,0.352,1.714,0.990
308,1,308,1759.159,680.793,3531.822,3599.741,207.063,213.315,74.286,58.275,64.103,67.059,61.189,58.275,1.050,17.057,12.140,0.271,1,0.981,0,1.000,0.165,145.569,1.462,0.949
309,1,309,3683.168,695.955,7207.973,7403.242,305.629,309.430,118.894,80.790,80.958,95.799,101.981,87.413,1.167,23.584,12.959,0.561,1,0.974,0,0.970,0.136,146.290,1.601,0.990
310,1,310,257.359,696.037,4041.219,4177.058,224.382,227.551,80.958,61.810,62.764,71.732,78.293,61.810,1.267,18.010,12.458,0.435,1,0.967,0,1.000,0.140,53.738,1.522,0.967
311,1,311,714.371,706.447,6409.917,6562.736,287.809,291.283,107.137,73.321,74.172,90.340,98.896,74.172,1.333,22.271,12.923,0.551,1,0.977,0,0.972,0.136,124.420,1.568,0.991
312,1,312,503.344,679.380,1154.634,1171.614,116.096,118.650,44.093,31.274,31.382,38.342,37.086,35.086,1.057,9.946,11.673,0.554,1,0.986,0,1.000,0.154,98.154,1.166,0.844
313,1,313,2121.159,695.178,2827.155,2895.075,193.438,196.342,73.713,46.620,48.055,59.997,69.930,46.620,1.500,14.615,13.235,0.561,1,0.977,0,0.949,0.142,95.042,1.401,0.958
314,1,314,5240.320,677.916,1120.674,1163.124,113.147,115.285,40.584,32.051,31.382,37.774,37.879,32.051,1.182,9.905,11.424,0.448,1,0.964,0,1.000,0.149,102.920,1.149,0.848
315,1,315,5538.375,681.147,2046.079,2097.019,165.524,169.702,67.960,36.934,37.314,51.041,64.169,37.314,1.720,12.361,13.391,0.659,1,0.976,0,0.938,0.159,41.325,1.292,0.954
316,1,316,110.004,686.746,4627.026,4720.416,255.245,262.944,100.133,61.189,61.947,76.755,99.068,61.189,1.619,18.128,14.080,0.550,1,0.980,0,0.892,0.165,178.037,1.457,0.979
317,1,317,364.511,740.986,13770.709,14093.327,435.641,444.793,165.854,101.981,104.895,132.414,160.256,101.981,1.571,31.610,13.782,0.586,1,0.977,0,0.912,0.152,95.892,1.702,0.996
318,1,318,3242.309,723.613,8039.988,8277.707,340.769,344.915,143.041,76.923,78.184,101.177,135.199,76.925,1.758,23.594,14.443,0.665,1,0.971,0,0.870,0.136,127.451,1.547,0.990
319,1,319,4617.855,695.862,2691.316,2810.175,193.147,195.149,64.696,57.689,46.620,58.538,63.904,57.689,1.108,13.934,13.862,0.103,1,0.958,0,0.907,0.132,7.363,1.408,0.950
320,1,320,4954.952,706.399,3828.970,3922.360,218.193,220.468,75.645,62.547,62.764,69.823,67.772,62.561,1.083,17.549,12.434,0.284,1,0.976,0,1.000,0.132,73.369,1.487,0.965
321,1,321,4570.964,703.527,2080.039,2147.959,158.963,162.946,57.468,40.793,40.793,51.462,52.448,40.793,1.286,13.085,12.148,0.498,1,0.968,0,1.000,0.158,93.694,1.314,0.934
322,1,322,2352.450,711.261,2852.625,3056.384,209.720,208.874,82.824,52.123,48.055,60.267,69.259,51.632,1.341,13.602,15.418,0.589,0.996,0.933,0,0.815,0.112,139.970,1.410,0.953
323,1,323,468.196,704.706,1519.702,1621.582,140.478,140.531,50.970,33.880,35.447,43.988,48.231,32.577,1.481,10.818,12.985,0.535,1,0.937,0,0.968,0.081,32.053,1.223,0.932
324,1,324,5754.972,742.269,6622.166,6808.945,297.529,300.473,117.131,71.374,70.414,91.824,114.492,72.082,1.588,22.257,13.368,0.624,1,0.973,0,0.940,0.131,94.649,1.578,0.993
325,1,325,2217.213,706.926,1647.051,1697.991,137.529,140.709,48.495,40.542,42.425,45.794,43.706,40.793,1.071,11.976,11.484,0.284,1,0.970,0,1.000,0.155,113.538,1.266,0.858
326,1,326,3900.470,754.876,20469.284,20808.882,512.110,516.362,189.394,135.535,134.538,161.438,184.581,133.716,1.380,39.971,12.812,0.520,1,0.984,0,0.981,0.126,157.816,1.839,0.999
327,1,327,3604.818,763.269,10841.674,11070.903,392.774,398.838,161.838,87.413,92.141,117.491,157.343,87.413,1.800,27.603,14.229,0.669,1,0.979,0,0.883,0.143,98.119,1.736,0.994
328,1,328,5139.534,760.190,14653.664,14925.343,438.007,437.962,153.132,123.364,122.931,136.593,133.143,123.963,1.074,33.455,13.092,0.292,1.000,0.982,0,0.960,0.070,177.647,1.736,0.998
329,1,329,1684.719,734.471,3234.673,3345.043,200.664,204.627,73.713,53.569,53.727,64.176,65.931,53.569,1.231,16.120,12.448,0.465,1,0.967,0,1.000,0.150,124.497,1.451,0.966
330,1,330,4426.996,727.159,1409.333,1468.762,131.340,133.960,49.790,32.051,34.965,42.361,46.620,32.051,1.455,10.730,12.240,0.528,1,0.960,0,1.000,0.150,103.675,1.176,0.895
331,1,331,5256.866,731.805,3803.500,3896.890,216.200,219.215,74.628,61.189,62.764,69.590,69.930,61.189,1.143,17.592,12.289,0.372,1,0.976,0,1.000,0.140,14.347,1.483,0.963
332,1,332,1576.520,838.411,31820.355,32389.182,655.618,658.299,241.912,181.235,179.521,201.283,210.154,189.551,1.109,48.535,13.508,0.449,1,0.982,0,0.930,0.112,102.827,1.621,0.988
333,1,333,4382.782,732.729,2046.079,2113.999,154.767,156.633,52.528,45.607,46.983,51.041,49.534,46.620,1.063,13.220,11.707,0.320,1,0.968,0,1.000,0.136,59.265,1.284,0.950
334,1,334,5821.493,730.961,2130.979,2215.879,166.772,169.969,68.271,42.025,41.207,52.089,52.448,46.620,1.125,12.778,13.052,0.577,1,0.962,0,0.963,0.149,36.577,1.304,0.949
335,1,335,4195.797,749.654,5119.443,5238.303,251.422,258.280,91.075,69.501,70.172,80.736,78.293,70.051,1.118,20.362,12.348,0.364,1,0.977,0,1.000,0.161,151.372,1.601,0.965
336,1,336,2409.488,745.647,3311.083,3472.392,210.676,212.957,81.637,55.285,55.285,64.929,70.955,55.285,1.283,15.716,13.405,0.489,1,0.954,0,0.937,0.133,137.730,1.451,0.951
337,1,337,486.320,734.555,1137.654,1222.554,120.956,122.657,44.477,31.274,31.382,38.059,43.021,32.577,1.321,9.406,12.860,0.583,1,0.931,0,0.977,0.140,13.328,1.144,0.845
338,1,338,624.590,777.153,12174.597,12352.886,399.044,407.694,153.851,96.836,96.989,124.504,146.414,94.865,1.543,30.509,13.079,0.578,1,0.986,0,0.961,0.153,41.122,1.676,0.997
339,1,339,1096.722,790.074,17667.599,18372.265,493.916,492.713,173.191,126.874,122.516,149.984,159.619,126.639,1.260,35.770,13.808,0.484,0.998,0.962,0,0.910,0.103,15.985,1.793,0.999
340,1,340,2741.622,779.455,13184.902,13431.110,407.436,410.692,143.929,117.439,114.789,129.567,130.470,121.298,1.076,32.361,12.590,0.382,1,0.982,0,0.998,0.126,136.962,1.709,0.996
341,1,341,196.112,793.051,13745.239,13923.528,440.583,447.765,158.016,119.464,110.723,132.291,157.343,119.464,1.317,31.198,14.122,0.440,1,0.987,0,0.890,0.144,87.231,1.710,0.997
342,1,342,2605.084,746.245,2029.099,2105.509,156.387,160.690,55.971,46.620,44.381,50.828,49.534,46.620,1.062,12.975,12.053,0.392,1,0.964,0,1.000,0.162,30.322,1.284,0.950
343,1,343,3079.953,748.685,1689.501,1748.931,141.434,143.083,50.130,40.395,42.023,46.380,43.706,43.706,1.000,11.946,11.840,0.422,1,0.966,0,1.000,0.135,129.641,1.270,0.858
344,1,344,4067.633,773.675,4355.347,4474.207,233.147,235.664,86.288,64.103,66.444,74.467,84.499,64.103,1.318,18.681,12.481,0.514,1,0.973,0,1.000,0.133,86.037,1.541,0.963
345,1,345,824.463,825.438,12106.677,12488.725,433.065,429.869,173.851,92.670,93.240,124.156,168.998,93.240,1.813,27.956,15.491,0.683,0.993,0.969,0,0.811,0.124,95.489,1.711,0.999
346,1,346,2122.531,785.634,8753.145,8897.474,323.904,330.600,109.721,98.896,98.896,105.569,98.896,98.896,1.000,27.024,11.986,0.197,1,0.984,0,1.000,0.152,152.451,1.610,0.995
347,1,347,1856.710,763.474,3828.970,3913.870,229.534,234.858,97.730,51.588,52.123,69.823,87.413,52.448,1.667,16.682,13.760,0.687,1,0.978,0,0.913,0.156,161.000,1.487,0.964
348,1,348,4479.696,762.911,2708.296,2793.196,186.667,189.683,72.844,43.001,44.381,58.722,71.669,41.719,1.718,14.509,12.866,0.638,1,0.970,0,0.977,0.144,153.827,1.382,0.965
349,1,349,4859.104,813.842,12234.027,12429.296,393.811,400.097,147.541,110.723,112.094,124.807,123.620,121.577,1.017,31.066,12.677,0.486,1,0.984,0,0.991,0.143,94.679,1.666,0.997
350,1,350,2879.797,761.512,1731.951,1782.891,142.389,145.830,53.727,40.793,41.207,46.959,43.706,40.793,1.071,12.163,11.706,0.410,1,0.971,0,1.000,0.157,146.023,1.271,0.857
351,1,351,3127.146,759.878,1426.313,1502.722,129.720,132.149,46.070,37.222,34.965,42.615,40.793,37.879,1.077,10.995,11.798,0.424,1,0.949,0,1.000,0.148,66.287,1.213,0.861
352,1,352,2278.268,836.161,25622.687,26692.422,599.254,596.853,214.433,158.823,158.525,180.621,202.919,160.495,1.264,42.758,14.015,0.426,0.996,0.960,0,0.897,0.112,146.308,1.724,0.998
353,1,353,3175.883,801.264,7479.651,7708.880,312.110,315.586,110.952,84.096,83.437,97.588,98.939,84.096,1.177,23.965,13.024,0.432,1,0.970,0,0.965,0.134,80.801,1.616,0.990
354,1,354,4969.580,785.245,5093.974,5204.343,254.872,259.155,99.239,70.669,70.895,80.535,78.671,72.844,1.080,19.986,12.752,0.514,1,0.979,0,0.985,0.145,128.663,1.582,0.965
355,1,355,493.414,783.249,6061.829,6325.017,290.967,294.335,111.525,66.839,65.153,87.853,105.259,67.269,1.565,20.833,13.966,0.654,1,0.958,0,0.900,0.135,164.294,1.546,0.990
356,1,356,4321.962,785.076,5297.733,5416.592,260.396,266.622,99.452,64.103,64.103,82.130,90.326,64.103,1.409,20.345,12.799,0.548,1,0.978,0,0.982,0.157,166.827,1.602,0.960
357,1,357,4147.797,789.247,3200.713,3277.123,211.340,219.877,82.927,52.448,52.448,63.838,78.671,52.448,1.500,15.145,13.955,0.596,1,0.977,0,0.901,0.178,167.147,1.435,0.961
358,1,358,1748.591,782.130,967.855,1018.795,109.907,112.589,43.021,27.476,29.138,35.104,42.023,27.488,1.529,8.806,12.481,0.617,1,0.950,0,1.000,0.157,57.447,1.103,0.854
359,1,359,5661.505,798.805,3633.701,3761.051,222.389,225.946,91.494,52.815,52.123,68.019,81.168,56.274,1.442,16.339,13.611,0.635,1,0.966,0,0.923,0.144,136.036,1.468,0.959
360,1,360,1207.452,794.077,1876.280,1944.200,149.907,151.890,54.433,43.429,42.425,48.877,48.495,46.070,1.053,12.516,11.977,0.452,1,0.965,0,1.000,0.138,95.012,1.296,0.935
361,1,361,2588.626,814.855,7556.061,7844.719,313.438,315.986,115.268,85.298,84.850,98.085,101.145,85.746,1.180,24.107,13.002,0.434,1,0.963,0,0.966,0.126,167.325,1.624,0.991
362,1,362,4535.438,840.906,10833.184,11393.521,410.385,407.992,163.404,79.684,79.263,117.445,157.935,79.530,1.986,26.398,15.546,0.705,0.994,0.951,0,0.808,0.119,33.610,1.642,0.995
363,1,363,5302.481,832.638,10001.168,10230.397,358.963,362.064,128.635,95.325,94.865,112.845,122.966,96.110,1.279,27.861,12.884,0.469,1,0.978,0,0.975,0.127,83.019,1.655,0.996
364,1,364,56.597,897.180,23636.038,24001.106,607.937,617.132,257.748,107.809,110.723,173.477,256.410,107.809,2.378,38.879,15.637,0.759,1,0.985,0,0.804,0.142,87.884,1.697,0.996
365,1,365,3735.301,809.247,6477.836,6605.186,294.872,300.910,119.783,64.103,66.444,90.818,113.636,64.103,1.773,21.968,13.423,0.677,1,0.981,0,0.936,0.151,170.928,1.558,0.986
366,1,366,1799.862,828.095,7912.639,8124.888,320.583,322.798,121.193,87.413,91.029,100.373,99.666,96.110,1.037,24.682,12.988,0.490,1,0.974,0,0.967,0.122,26.540,1.639,0.991
367,1,367,4730.271,809.429,1664.031,1723.461,141.434,144.456,49.619,40.793,39.092,46.029,46.620,40.793,1.143,11.765,12.021,0.367,1,0.966,0,1.000,0.153,71.487,1.250,0.937
368,1,368,2887.605,802.367,1035.775,1052.755,107.914,112.476,39.631,29.138,33.980,36.315,32.051,29.138,1.100,9.598,11.243,0.346,1,0.984,0,1.000,0.180,101.004,1.086,0.766
369,1,369,2019.310,846.190,10519.056,10748.284,362.284,368.598,128.006,105.530,105.057,115.729,115.379,107.137,1.077,29.035,12.477,0.350,1,0.979,0,1.000,0.146,159.842,1.626,0.995
370,1,370,960.252,865.134,12539.665,12785.874,408.392,410.601,158.980,105.077,105.057,126.357,143.486,116.623,1.230,30.705,13.300,0.587,1,0.981,0,0.945,0.117,136.051,1.695,0.996
371,1,371,2967.151,851.555,5127.933,5331.692,266.294,268.094,103.017,62.981,62.764,80.803,102.314,65.478,1.563,19.257,13.829,0.621,1,0.962,0,0.909,0.122,108.677,1.499,0.987
372,1,372,5825.101,872.512,12335.906,12658.524,410.385,407.051,147.080,103.017,101.940,125.326,142.536,103.346,1.379,30.059,13.652,0.517,0.992,0.975,0,0.920,0.126,133.730,1.690,0.995
373,1,373,463.831,860.356,8838.044,9024.823,342.098,344.325,122.931,94.565,90.655,106.080,107.809,101.355,1.064,25.835,13.242,0.448,1,0.979,0,0.949,0.121,41.952,1.610,0.997
374,1,374,3094.227,853.336,3879.910,4338.368,237.051,237.912,85.696,63.850,57.394,70.286,75.589,61.258,1.234,16.367,14.483,0.503,1,0.894,0,0.868,0.110,82.886,1.504,0.967
375,1,375,5644.085,870.594,13261.311,13541.480,447.727,455.223,190.890,93.821,91.215,129.942,188.945,92.555,2.041,29.619,15.116,0.711,1,0.979,0,0.831,0.145,152.764,1.697,0.998
376,1,376,4138.354,889.307,27948.935,28755.481,629.744,634.032,248.354,148.284,147.426,188.642,233.100,148.601,1.569,44.381,14.189,0.625,1,0.972,0,0.886,0.122,11.477,1.747,0.999
377,1,377,3868.078,859.185,7207.973,7369.282,305.338,310.882,109.721,86.083,80.958,95.799,98.896,96.858,1.021,23.607,12.934,0.460,1,0.978,0,0.972,0.147,173.088,1.603,0.992
378,1,378,4315.722,844.084,3888.400,4117.629,232.774,235.440,86.288,52.133,50.130,70.362,84.850,51.632,1.643,16.705,13.935,0.658,1,0.944,0,0.902,0.134,170.911,1.485,0.963
379,1,379,2798.958,869.670,7556.061,7861.699,312.774,316.619,113.150,90.326,81.585,98.085,101.981,90.326,1.129,24.158,12.947,0.453,1,0.961,0,0.971,0.136,29.934,1.623,0.990
380,1,380,4967.087,865.319,4992.094,5161.893,253.625,255.903,93.830,67.634,66.444,79.725,90.373,69.259,1.305,19.683,12.885,0.514,1,0.967,0,0.975,0.128,128.366,1.580,0.966
381,1,381,260.535,913.729,14449.905,15095.142,472.855,480.177,181.145,127.761,105.057,135.640,157.935,131.119,1.205,30.559,15.474,0.545,1,0.957,0,0.812,0.143,158.525,1.737,0.998
382,1,382,1305.499,952.152,42755.419,43468.575,768.683,769.844,298.087,187.642,188.292,233.319,278.656,189.953,1.467,55.622,13.820,0.605,1,0.984,0,0.909,0.096,127.773,1.699,0.993
383,1,383,3274.417,901.205,11249.192,11554.830,383.345,386.048,144.752,105.077,105.057,119.678,130.860,109.721,1.193,29.345,13.063,0.528,1,0.974,0,0.962,0.123,48.779,1.653,0.996
384,1,384,5122.386,880.662,9058.783,9194.622,340.396,346.603,131.668,87.413,90.467,107.396,119.464,87.413,1.367,26.612,12.791,0.537,1,0.985,0,0.982,0.148,161.726,1.676,0.991
385,1,385,1858.382,871.227,2097.019,2190.409,161.620,162.322,54.433,45.327,45.514,51.672,51.550,45.327,1.137,12.975,12.456,0.347,1,0.957,0,1.000,0.113,55.171,1.321,0.955
386,1,386,3789.950,907.138,7734.350,7921.129,314.476,317.296,110.952,94.406,88.186,99.235,97.904,93.830,1.043,24.594,12.786,0.307,1,0.976,0,0.983,0.128,68.852,1.577,0.995
387,1,387,4432.795,885.666,3404.472,3506.352,204.487,209.270,74.628,55.361,58.275,65.839,67.016,55.361,1.211,16.649,12.282,0.447,1,0.971,0,1.000,0.156,71.047,1.441,0.950
388,1,388,4660.989,906.905,13651.849,13940.508,427.249,427.483,159.407,110.950,110.569,131.841,138.211,113.337,1.219,31.953,13.371,0.486,1,0.979,0,0.940,0.084,4.466,1.710,0.998
389,1,389,685.965,900.581,6418.407,6537.266,284.487,289.657,107.454,79.487,79.263,90.400,87.413,87.413,1.000,22.561,12.610,0.498,1,0.982,0,0.997,0.147,132.637,1.665,0.964
390,1,390,2610.806,885.462,4143.099,4338.368,237.343,241.629,90.748,65.931,60.841,72.630,75.758,69.930,1.083,17.456,13.596,0.505,1,0.955,0,0.924,0.147,37.495,1.518,0.965
391,1,391,3185.371,882.550,3565.782,3650.681,211.632,216.740,82.465,55.361,57.394,67.380,69.930,55.361,1.263,16.849,12.560,0.522,1,0.977,0,1.000,0.157,21.942,1.450,0.960
392,1,392,1951.543,926.552,10349.256,10536.035,361.620,367.026,123.963,105.549,101.773,114.791,117.602,107.217,1.097,28.619,12.636,0.332,1,0.982,0,0.995,0.142,54.543,1.622,0.994
393,1,393,2474.495,906.802,5875.050,6044.849,268.578,272.540,96.198,75.964,75.981,86.489,92.555,78.184,1.184,21.875,12.278,0.429,1,0.972,0,1.000,0.141,42.071,1.631,0.965
394,1,394,4821.833,901.227,4304.408,4491.187,243.240,244.394,91.075,56.812,55.285,74.031,90.373,56.274,1.606,17.696,13.745,0.616,1,0.958,0,0.914,0.115,157.152,1.535,0.964
395,1,395,2863.695,907.206,3217.693,3438.432,208.100,209.168,79.263,53.650,52.123,64.007,72.082,51.632,1.396,15.462,13.459,0.537,1,0.936,0,0.934,0.116,96.921,1.443,0.966
396,1,396,4294.934,907.016,5297.733,5433.572,264.382,265.560,100.641,65.851,65.153,82.130,94.775,65.931,1.438,20.038,13.194,0.581,1,0.975,0,0.952,0.114,30.862,1.509,0.989
397,1,397,2679.450,904.234,5357.162,5526.961,269.534,275.497,110.952,63.839,64.103,82.589,101.981,64.103,1.591,19.876,13.561,0.632,1,0.969,0,0.927,0.154,20.425,1.505,0.980
398,1,398,5242.315,911.039,2674.336,2784.706,189.907,192.740,73.770,49.534,46.620,58.353,67.960,50.970,1.333,14.082,13.485,0.610,1,0.960,0,0.932,0.142,92.707,1.363,0.965
399,1,399,1785.518,955.497,16062.997,16462.025,467.249,470.194,177.619,118.579,118.858,143.011,172.010,119.890,1.435,34.378,13.592,0.556,1,0.976,0,0.925,0.120,50.936,1.749,0.998
400,1,400,492.188,945.998,9551.201,10060.598,372.005,376.775,139.008,91.968,87.413,110.277,138.426,92.921,1.490,25.675,14.489,0.578,1,0.949,0,0.867,0.137,33.678,1.600,0.995
401,1,401,1092.988,953.138,10289.827,10569.995,370.967,376.536,142.327,88.063,87.413,114.461,140.617,88.186,1.595,27.738,13.374,0.605,1,0.973,0,0.940,0.142,104.437,1.671,0.994
402,1,402,5297.396,927.265,4007.259,4109.139,226.585,231.397,87.413,61.189,64.103,71.430,72.844,61.189,1.190,17.685,12.812,0.458,1,0.975,0,0.981,0.153,126.118,1.511,0.965
403,1,403,4997.889,928.430,2903.565,3090.344,199.627,202.019,78.455,49.715,52.123,60.802,69.930,52.448,1.333,14.545,13.725,0.578,1,0.940,0,0.916,0.135,63.523,1.414,0.963
404,1,404,3904.589,954.140,7386.262,7564.551,311.527,315.363,121.717,81.585,83.437,96.977,100.977,94.775,1.065,23.710,13.139,0.570,1,0.976,0,0.956,0.136,84.429,1.612,0.992
405,1,405,2966.486,937.112,4015.749,4109.139,223.054,225.749,82.052,60.572,62.764,71.505,78.671,61.189,1.286,18.004,12.389,0.519,1,0.977,0,1.000,0.136,74.851,1.504,0.964
406,1,406,5053.626,947.711,5170.383,5391.122,259.441,262.113,95.844,67.016,65.153,81.137,90.326,67.016,1.348,19.929,13.018,0.521,1,0.959,0,0.965,0.132,95.176,1.586,0.961
407,1,407,3426.953,936.921,4644.006,4873.235,257.156,258.404,96.198,58.889,58.275,76.896,93.422,58.348,1.601,18.059,14.240,0.638,1,0.953,0,0.882,0.115,167.400,1.470,0.981
408,1,408,1678.027,946.087,3888.400,3998.769,223.718,227.949,88.475,55.122,57.394,70.362,86.926,54.433,1.597,17.381,12.872,0.619,1,0.972,0,0.976,0.149,106.174,1.500,0.964
409,1,409,3135.404,998.447,26641.482,27142.389,607.145,614.779,242.473,135.513,133.015,184.177,234.878,135.982,1.727,43.880,13.836,0.661,1,0.982,0,0.908,0.137,142.711,1.738,0.998
410,1,410,5766.721,927.568,1587.622,1638.562,139.149,141.767,52.123,37.879,40.793,44.960,46.620,37.879,1.231,11.409,12.196,0.439,1,0.969,0,1.000,0.149,106.700,1.228,0.928
411,1,411,5195.809,934.709,2504.537,2657.356,184.674,186.762,70.955,46.620,45.514,56.470,67.016,46.620,1.437,13.562,13.617,0.568,1,0.942,0,0.923,0.134,168.248,1.349,0.951
412,1,412,5444.885,983.575,13456.580,13728.259,419.068,424.310,153.768,101.981,104.895,130.895,151.515,101.981,1.486,32.111,13.051,0.573,1,0.980,0,0.963,0.137,88.911,1.699,0.996
413,1,413,2336.925,954.880,6010.889,6231.628,277.343,279.114,93.830,81.144,75.981,87.483,89.144,80.009,1.114,21.673,12.797,0.323,1,0.965,0,0.982,0.121,95.784,1.648,0.965
414,1,414,4388.676,944.936,4499.677,4737.395,257.529,258.759,95.578,68.581,59.429,75.691,85.696,70.955,1.208,17.472,14.739,0.508,1,0.950,0,0.853,0.115,145.343,1.551,0.965
415,1,415,1449.990,951.635,4134.609,4278.938,224.674,226.523,80.009,66.095,66.444,72.556,72.844,67.016,1.087,18.403,12.209,0.415,1,0.966,0,1.000,0.126,56.748,1.513,0.963
416,1,416,2787.634,1002.554,24790.672,25461.378,568.473,573.995,205.084,158.646,157.451,177.664,186.161,161.549,1.152,43.609,13.036,0.405,1,0.974,0,0.964,0.130,33.292,1.713,0.998
417,1,417,949.416,968.702,8693.715,8872.004,333.625,337.600,122.966,92.284,92.141,105.210,119.464,93.240,1.281,26.058,12.803,0.502,1,0.980,0,0.982,0.135,168.986,1.607,0.997
418,1,418,3605.606,951.047,1884.770,1944.200,153.147,156.964,60.841,35.711,36.856,48.987,62.764,35.207,1.783,12.307,12.444,0.651,1,0.969,0,1.000,0.158,104.553,1.295,0.936
